id,post_id,url,title,claim_type,sub_category,claim,current_value,verification_status,authoritative_source,source_date,checked_date,recommended_text,action,classification_basis
93,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",법률,법률,4단계: 보증금 반환 및 최종 정산 새로운 계약 성사: 새로운 임차인과의 계약이 체결되면， 임대인은 그 임차인으로부터 보증금을 받아 현 임차인에게 보증금을 돌려주는 것이 일반적입니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
94,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",가격,가격범위,(예: 보증금 5，000만 원， 월세 50만 원의 경우， 보증금 5，000만 + (월세 50만 100) = 1억 원으로 계산하여 수수료를 산정하는 경우가 많습니다.,"5,000만 원",NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
95,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",가격,가격범위,(예: 보증금 5，000만 원， 월세 50만 원의 경우， 보증금 5，000만 + (월세 50만 100) = 1억 원으로 계산하여 수수료를 산정하는 경우가 많습니다.,50만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
96,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",가격,가격범위,이러한 점을 고려하여 법원에서는 관행적으로 '임차인이 새로운 임차인을 구해 임대차 관계를 승계시키고， 그에 따른 합리적인 비용(주로 중개 수수료)을 부담한다면 계약 해지가 가능하다'는 판례를 보여주고 있습니다.,수수료)을 부담한다면 계약,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
98,2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,일산화탄소 중독 해결 방법｜보일러 이상,가스,가스,먼저 확인할 결론 집에서 원인 모를 두통， 메스꺼움， 어지럼증， 무기력감 등 감기와 비슷한 증상이 나타나고， 보일러 가동 중이라면 즉시 일산화탄소 중독을 의심해야 합니다.,일산화탄소 중독,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
99,2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,일산화탄소 중독 해결 방법｜보일러 이상,가격,가격범위,비용·시간·주의사항 비용: 일산화탄소 경보기: 2만원대부터 5만원대까지 다양합니다.,2만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
100,2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,일산화탄소 중독 해결 방법｜보일러 이상,가격,가격범위,비용·시간·주의사항 비용: 일산화탄소 경보기: 2만원대부터 5만원대까지 다양합니다.,5만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
101,2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,일산화탄소 중독 해결 방법｜보일러 이상,통계,통계수치,만약 경보기가 울린다면 100% 일산화탄소 누출이므로 즉시 대처해야 합니다.,100%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
102,2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",가격,가격범위,비용·시간·주의사항 초기 투자 비용: 비상용품(충전식 랜턴， 보조배터리， 비상 라디오， 비상 식수/간편식) 마련에 약 3만 원 ~ 5만 원 정도의 예산을 투자하는 것을 권장합니다.,3만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
103,2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",가격,가격범위,비용·시간·주의사항 초기 투자 비용: 비상용품(충전식 랜턴， 보조배터리， 비상 라디오， 비상 식수/간편식) 마련에 약 3만 원 ~ 5만 원 정도의 예산을 투자하는 것을 권장합니다.,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
104,2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",통계,통계수치,[ ] 스마트폰은 항상 50% 이상 충전 상태를 유지하고 있나요?,50%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
105,2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",통계,통계수치,비용·시간·주의사항 초기 투자 비용: 비상용품(충전식 랜턴， 보조배터리， 비상 라디오， 비상 식수/간편식) 마련에 약 3만 원 ~ 5만 원 정도의 예산을 투자하는 것을 권장합니다.,약 3,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
106,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,그런데 아침부터 집주인에게 연락했더니， 새로운 세입자의 잔금이 들어오지 않았다거나， 하자가 있다며 보증금 반환을 미루기 시작합니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
107,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,"보증금 반환 요청: ""OO년 OO월 OO일부로 계약이 만료되었으므로， 보증금 OO원을 즉시 반환해 주시기 바랍니다."" 또는 ""OO년 OO월 OO일까지 보증금 전액을 반환해 주십시오."" 와 같이 구체적인 반환 요청일자를 포함해 명확히 요구합니다.",보증금 OO원을 즉시 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
108,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,"보증금 반환 요청: ""OO년 OO월 OO일부로 계약이 만료되었으므로， 보증금 OO원을 즉시 반환해 주시기 바랍니다."" 또는 ""OO년 OO월 OO일까지 보증금 전액을 반환해 주십시오."" 와 같이 구체적인 반환 요청일자를 포함해 명확히 요구합니다.",보증금 전액을 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
109,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,"법적 조치 예고: ""기한 내에 보증금 반환이 이루어지지 않을 경우， 임차권등기명령 신청， 보증금반환청구소송 등 법적 절차를 진행할 수 있음을 알려드립니다."" 라고 명시하여 집주인에게 심리적 압박을 가합니다.",보증금반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
110,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,2단계: 이사가 급하다면 ‘임차권등기명령’ 신청 (대항력 및 우선변제권 유지) 내용증명 발송 후에도 보증금이 반환되지 않고， 다음 집으로 이사해야 하는 상황이라면 반드시 이 절차를 거쳐야 합니다.,보증금이 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
111,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,신청 조건: 임대차 계약이 종료되었음에도 불구하고 보증금을 반환받지 못한 경우에 신청할 수 있습니다.,보증금을 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
112,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,신청서와 함께 임대차 계약서， 주민등록표 초본， 부동산 등기부 등본， 보증금 미반환 증빙 서류(내용증명 등)를 첨부해야 합니다.,보증금 미반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
113,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",법률,법률,보증금액에 따라 변동.,보증금액에 따라 변동. 보증금반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
125,2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,"혼자 사는 직장인, 이사 전 빈집 점검 소홀하면 보증금 날릴 수도! 꼼꼼하게 현장 확인하는 순서",기타수치,기타수치,(패턴 미매칭 — 수동 검토 필요),,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
126,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,단점: 월세가 비쌈: 일반적으로 빈집에 비해 월세가 5~10만원 정도 더 비싼 경우가 많습니다.,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
127,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,비용·시간·주의사항 비용 월세 차이: 풀옵션은 빈집 대비 월 5만 원에서 10만 원 이상 비쌀 수 있습니다.,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
128,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,비용·시간·주의사항 비용 월세 차이: 풀옵션은 빈집 대비 월 5만 원에서 10만 원 이상 비쌀 수 있습니다.,10만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
129,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,2년 계약 시 연간 60만 원에서 120만 원 이상 추가 지출이 발생할 수 있습니다.,60만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
130,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,2년 계약 시 연간 60만 원에서 120만 원 이상 추가 지출이 발생할 수 있습니다.,120만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
131,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,가전/가구 구매 비용 (빈집 선택 시): 필수 가전(냉장고， 세탁기， 에어컨)과 가구(침대， 책상， 옷장)만 해도 최소 150만 원에서 300만 원 이상 들 수 있습니다.,150만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
132,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,가전/가구 구매 비용 (빈집 선택 시): 필수 가전(냉장고， 세탁기， 에어컨)과 가구(침대， 책상， 옷장)만 해도 최소 150만 원에서 300만 원 이상 들 수 있습니다.,300만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
133,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",가격,가격범위,(예: 빈집 고려) [ ] 가전/가구 구매를 위한 초기 목돈(최소 150만원 이상)을 지출할 여유가 있나요?,150만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
140,2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",법률,법률,보증금 미반환 위험: 집주인이 파산하거나 새로운 세입자를 구하지 못하면 보증금을 돌려받지 못할 위험이 있습니다.,보증금 미반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
141,2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",법률,법률,보증금 회수 위험 상대적으로 낮음: 전세에 비해 보증금 액수가 작아 미반환 위험 부담이 덜합니다.,보증금 액수가 작아 미반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
147,2026-08-05-housing-auto-580e50,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-580e50/,"혼자 사는 직장인, 반려동물 키우고 싶은데 계약 위반 걱정? 집주인과 현명하게 합의하는 3단계",기타수치,기타수치,(패턴 미매칭 — 수동 검토 필요),,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
148,2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,"혼자 사는 직장인, 다음 집 어디로 갈까? 퇴근 후 짬 내서 내게 맞는 전월세집 똑똑하게 찾는 순서",가격,가격범위,(비용 700원) 계약 조건 최종 조율: 특약 사항(예: 퇴실 청소비용， 옵션 파손 시 수리 책임 등)을 명확히 하고， 중개사에게 궁금한 점을 모두 물어보세요.,700원),NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
149,2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,"혼자 사는 직장인, 다음 집 어디로 갈까? 퇴근 후 짬 내서 내게 맞는 전월세집 똑똑하게 찾는 순서",통계,통계수치,월급의 25~30%를 넘지 않는 선에서 주거비용을 잡는 것이 좋습니다.,30%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
152,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",전기,전기,특히 누전은 잠재적인 화재 위험을 안고 있으니 반드시 전문가의 진단을 받으세요.,누전은 잠재적인 화재,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
153,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",전기,전기,젖은 손이나 맨손으로 전기 기기를 만지거나 수리하려 드는 행위: 감전 사고의 위험이 매우 높습니다.,감전 사고의 위험,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
154,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",전기,전기,잘못된 배선은 누전이나 화재의 직접적인 원인이 되며， 심각한 인명 피해로 이어질 수 있습니다.,누전이나 화재,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
155,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",가격,가격범위,콘센트 교체 (경미한 손상): 부품비 5천원~1만원 내외， 출장비 및 인건비 포함 시 3~7만원 이상 발생할 수 있습니다.,1만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
156,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",가격,가격범위,콘센트 교체 (경미한 손상): 부품비 5천원~1만원 내외， 출장비 및 인건비 포함 시 3~7만원 이상 발생할 수 있습니다.,7만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
157,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",가격,가격범위,(부품 종류 및 난이도에 따라 다름) 전문가 출장 및 수리 (누전， 전선 교체 등): 출장비 포함 기본 5~10만원부터 시작하며， 누전 원인 파악과 전선 교체 등 작업 난이도에 따라 수십만 원까지 발생할 수 있습니다.,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
158,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",가격,가격범위,비용·시간·주의사항 비용: 자가 해결 (과부하 조절): 0원.,0원.,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
160,2026-08-06-housing-auto-36b1cd,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-36b1cd/,"혼자 사는 직장인, 이사 나갈 때 보증금 깎일까 걱정? 원상회복 범위 알고 당당하게 돌려받는 법",법률,법률,선제적 접근: 집주인이 먼저 연락하기를 기다리기보다， 퇴거 2~3주 전 먼저 연락하여 원상회복 및 보증금 반환에 대한 논의를 시작하는 것이 유리합니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
162,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",법률,법률,정확한 정보 없이 불법 숙박업으로 운영하기: 주거용 오피스텔이나 원룸을 영리 목적으로 숙박업으로 운영하는 것은 법률 위반이며， 이에 따른 벌금이나 처벌을 받을 수 있습니다.,벌금,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
