post_id,url,title,total_phrase_count,top_phrase,top_phrase_count,all_phrases,priority,note
2026-08-07-cost-auto-efcd2f,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-efcd2f/,"혼자 사는 직장인, 사랑하는 반려동물 병원비 폭탄 걱정된다면? 펫보험 vs 예방 관리, 내게 맞는 최적의 선택은?",5,혼자 사는 직장인,2,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-07-food-auto-5b5eb1,https://honsamnote.co.kr/blog/2026-08-07-food-auto-5b5eb1/,"혼자 사는 직장인, 마트/반찬가게 '조리된 반찬' 살까 말까 망설일 때: 집밥 만족도 높이는 현명한 선택 가이드",5,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-07-products-auto-5c0731,https://honsamnote.co.kr/blog/2026-08-07-products-auto-5c0731/,1인 가구 음식물 처리기 기준｜음식물 쓰레기 처리,5,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-08-cleaning-auto-c188df,https://honsamnote.co.kr/blog/2026-08-08-cleaning-auto-c188df/,폐식용유 버리는 법 해결 방법｜음식물 기름 처리,5,혼자 사는 당신,2,혼자 사는 당신(2); 현실적인 방법(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",5,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-08-lifestyle-auto-4e7860,https://honsamnote.co.kr/blog/2026-08-08-lifestyle-auto-4e7860/,혼밥 해결 비교｜밀키트 추천,5,퇴근 후,4,퇴근 후(4); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-products-auto-a84bd7,https://honsamnote.co.kr/blog/2026-08-08-products-auto-a84bd7/,혼자 장보기 방법｜온라인 식료품 배달,5,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-08-safety-auto-9834c4,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-9834c4/,1인 가구 식재료 방법｜유통기한,5,혼자 사는 당신,4,혼자 사는 당신(4); 퇴근 후(1),MEDIUM,일반 수준
2026-08-09-cost-auto-80b3c9,https://honsamnote.co.kr/blog/2026-08-09-cost-auto-80b3c9/,"혼자 사는 직장인, 매주 장보기 귀찮고 음식물 쓰레기 걱정된다면? 식료품 정기배송 vs 직접 장보기, 내게 맞는 최적의 선택은?",5,퇴근 후,3,현명한 선택(1); 퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-09-housing-auto-da13ec,https://honsamnote.co.kr/blog/2026-08-09-housing-auto-da13ec/,나 홀로 이사 체크리스트｜이사 당일,5,혼자 사는 당신,2,혼자 사는 당신(2); 혼자 사는 직장인(2); 현실 가이드(1),MEDIUM,일반 수준
2026-08-10-cleaning-auto-8285cc,https://honsamnote.co.kr/blog/2026-08-10-cleaning-auto-8285cc/,주방 수납장 청소 알아보기｜혼자 살림,5,퇴근 후,3,혼자 사는 당신(2); 퇴근 후(3),MEDIUM,일반 수준
2026-08-10-food-auto-b034b3,https://honsamnote.co.kr/blog/2026-08-10-food-auto-b034b3/,1인 가구 도시락 해결 방법｜도시락 싸기,5,혼자 사는 직장인,3,퇴근 후(1); 혼자 사는 직장인(3); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-11-housing-auto-2bfaff,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-2bfaff/,"혼자 사는 직장인, 조립 가구 앞에서 한숨 쉬지 마세요! 셀프 vs 전문가 조립, 시간과 돈 아끼는 현명한 선택 가이드",5,퇴근 후,3,현명한 선택(1); 퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-12-cost-auto-b36efb,https://honsamnote.co.kr/blog/2026-08-12-cost-auto-b36efb/,1인 가구 가구 비교｜중고 가구,5,현명한 선택,2,혼자 사는 당신(1); 현명한 선택(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-13-products-auto-ae3976,https://honsamnote.co.kr/blog/2026-08-13-products-auto-ae3976/,1인 가구 소음 알아보기｜층간 소음 해결,5,혼자 사는 직장인,3,퇴근 후(2); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-07-30-cleaning-30,https://honsamnote.co.kr/blog/2026-07-30-cleaning-30/,원룸먼지 방법｜먼지줄이는방법,4,퇴근 후,2,혼자 사는 당신(1); 현실적인 방법(1); 퇴근 후(2),MEDIUM,일반 수준
2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",4,현명한 선택,2,현명한 선택(2); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-30-food-15,https://honsamnote.co.kr/blog/2026-07-30-food-15/,1인용 밀키트 비교｜밀키트 추천,4,퇴근 후,3,혼자 사는 당신(1); 퇴근 후(3),MEDIUM,일반 수준
2026-07-30-lifestyle-60,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-60/,주말 무기력 해결 방법｜주말 계획,4,혼자 사는 직장인,3,퇴근 후(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-07-30-lifestyle-66,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-66/,"혼자 사는 당신, 옆집 소음에 지쳤다면 이웃과 '선'을 지키는 현실 관계 맺기",4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-07-30-products-51,https://honsamnote.co.kr/blog/2026-07-30-products-51/,1인 가구 미니 건조기 방법｜원룸 건조기 추천,4,현명한 선택,1,현명한 선택(1); 후회 없는(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-30-products-55,https://honsamnote.co.kr/blog/2026-07-30-products-55/,1인 가구 냉동고 알아보기｜소형 냉동고 추천,4,현명한 선택,3,현명한 선택(3); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-30-products-56,https://honsamnote.co.kr/blog/2026-07-30-products-56/,1인 가구 보안 카메라 해결 방법｜가정용 보안 카메라 추천,4,퇴근 후,2,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-01-cleaning-auto-b67a07,https://honsamnote.co.kr/blog/2026-08-01-cleaning-auto-b67a07/,1인 가구 세탁 비교｜대형 이불 세탁,4,혼자 사는 직장인,2,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-01-cleaning-auto-edbbf8,https://honsamnote.co.kr/blog/2026-08-01-cleaning-auto-edbbf8/,미니 식기세척기 비교｜식기세척기 추천,4,퇴근 후,4,퇴근 후(4),MEDIUM,일반 수준
2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",4,혼자 사는 직장인,4,혼자 사는 직장인(4),MEDIUM,일반 수준
2026-08-01-food-auto-7bc9dc,https://honsamnote.co.kr/blog/2026-08-01-food-auto-7bc9dc/,1인 가구 밥 비교｜미니 밥솥,4,퇴근 후,2,혼자 사는 당신(1); 퇴근 후(2); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-01-housing-auto-e6f8ea,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e6f8ea/,"혼자 사는 직장인, 이사 갈 때 포장·반포장·용달 이사 중 뭘 고를까? 내 상황에 맞는 최적의 선택 가이드",4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-01-lifestyle-auto-19ac88,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-19ac88/,1인 가구 주말 해결 방법｜생활 리듬 유지,4,혼자 사는 직장인,3,혼자 사는 당신(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-01-lifestyle-auto-29922b,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-29922b/,혼자 사는 삶 비교｜하우스메이트 장단점,4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-01-lifestyle-auto-a6f950,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-a6f950/,1인 가구 경조사 알아보기｜혼자 경조사,4,혼자 사는 당신,1,혼자 사는 당신(1); 혼자 사는 직장인(1); 1인 가구 직장인(1); 스마트하게(1),MEDIUM,일반 수준
2026-08-01-products-auto-29af64,https://honsamnote.co.kr/blog/2026-08-01-products-auto-29af64/,1인 가구 가구 구독 기준｜이사 가구,4,혼자 사는 직장인,3,퇴근 후(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-01-products-auto-7e3829,https://honsamnote.co.kr/blog/2026-08-01-products-auto-7e3829/,1인 가구 폐기물 비교｜대형 폐기물 처리,4,혼자 사는 직장인,3,혼자 사는 당신(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-01-products-auto-b433a0,https://honsamnote.co.kr/blog/2026-08-01-products-auto-b433a0/,1인 가구 식기세척기 기준｜미니 식기세척기,4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-01-products-auto-fee2c4,https://honsamnote.co.kr/blog/2026-08-01-products-auto-fee2c4/,1인 가구 공기청정기 기준｜원룸 공기정화,4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-03-cost-auto-749379,https://honsamnote.co.kr/blog/2026-08-03-cost-auto-749379/,1인 가구 인터넷 비교｜모바일 핫스팟,4,퇴근 후,2,후회 없는(1); 퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-03-food-auto-b8f8a0,https://honsamnote.co.kr/blog/2026-08-03-food-auto-b8f8a0/,1인 가구 고기 알아보기｜혼자 생선,4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,"혼자 사는 직장인, 이사 전 빈집 점검 소홀하면 보증금 날릴 수도! 꼼꼼하게 현장 확인하는 순서",4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-03-products-auto-c75a1a,https://honsamnote.co.kr/blog/2026-08-03-products-auto-c75a1a/,1인 가구 집 수리 비용 정리｜셀프 인테리어,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-04-housing-auto-e8de0c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-e8de0c/,1인 가구 방문 요청 체크리스트｜집주인 방문,4,퇴근 후,3,혼자 사는 당신(1); 퇴근 후(3),MEDIUM,일반 수준
2026-08-04-lifestyle-auto-8920c5,https://honsamnote.co.kr/blog/2026-08-04-lifestyle-auto-8920c5/,1인 가구 초대 알아보기｜친구 집들이,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(2),MEDIUM,일반 수준
2026-08-04-safety-auto-3547d2,https://honsamnote.co.kr/blog/2026-08-04-safety-auto-3547d2/,"혼자 사는 당신, 집에 불이 났을 때? 일반 vs. 스마트 화재경보기, 나에게 맞는 선택은?",4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(2),MEDIUM,일반 수준
2026-08-06-cleaning-auto-07ebe3,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-07ebe3/,건조기 정전기 비교｜건조 시간 단축,4,혼자 사는 당신,2,혼자 사는 당신(2); 현명한 선택(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-06-cleaning-auto-467d7f,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-467d7f/,전동청소솔 비교｜손청소도구,4,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-06-cleaning-auto-643cdf,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-643cdf/,대형 폐기물 알아보기｜가구 버리기,4,혼자 사는 직장인,2,혼자 사는 당신(1); 혼자 사는 직장인(2); 스마트하게(1),MEDIUM,일반 수준
2026-08-06-cleaning-auto-ab8bbf,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-ab8bbf/,에어컨 필터 청소 비교｜에어컨 관리,4,현명한 선택,2,현명한 선택(2); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-06-cleaning-auto-f4b529,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-f4b529/,1인 가구 빨래 알아보기｜옷감 손상 방지,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-cost-auto-bf984a,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-bf984a/,1인 가구 식비 절약 비교｜에어프라이어 구매,4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-cost-auto-cfda8d,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-cfda8d/,"혼자 사는 직장인, 매일 마시는 커피값에 지갑이 텅 빈다면? 홈 카페 vs 외부 구매, 내게 맞는 경제적인 선택은?",4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-06-cost-auto-e8c32b,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-e8c32b/,"혼자 사는 직장인, 예상치 못한 지출에 늘 불안하다면? 나만의 비상금 통장, 어떻게 만들어야 할까?",4,1인 가구 직장인,3,혼자 사는 당신(1); 1인 가구 직장인(3),MEDIUM,일반 수준
2026-08-06-food-auto-36b7bb,https://honsamnote.co.kr/blog/2026-08-06-food-auto-36b7bb/,1인 가구 요리 알아보기｜혼밥 레시피,4,퇴근 후,2,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-06-food-auto-585c1b,https://honsamnote.co.kr/blog/2026-08-06-food-auto-585c1b/,미니멀티쿠커 비교｜전기냄비,4,퇴근 후,2,현명한 선택(1); 퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-food-auto-c5562a,https://honsamnote.co.kr/blog/2026-08-06-food-auto-c5562a/,1인 가구 달걀 해결 방법｜달걀 보관법,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-products-auto-1d916e,https://honsamnote.co.kr/blog/2026-08-06-products-auto-1d916e/,1인 가구 전월세 안심보험 방법｜세입자 보험,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-products-auto-2eb0f5,https://honsamnote.co.kr/blog/2026-08-06-products-auto-2eb0f5/,"혼자 사는 직장인, 짧은 출장/휴가 때 반려동물 돌봄 걱정이라면? 펫시터 vs. 펫호텔 vs. 스마트 기기, 내게 맞는 최적의 선택은?",4,혼자 사는 직장인,4,혼자 사는 직장인(4),MEDIUM,일반 수준
2026-08-06-products-auto-6e0ac5,https://honsamnote.co.kr/blog/2026-08-06-products-auto-6e0ac5/,1인 가구 이사 비용 정리｜이사 서비스,4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-products-auto-f84639,https://honsamnote.co.kr/blog/2026-08-06-products-auto-f84639/,1인 가구 난방비 알아보기｜보일러 사용법,4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-safety-auto-ec7c17,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-ec7c17/,"혼자 사는 당신, 겨울철 일산화탄소 걱정된다면? 일반형 vs. 스마트 CO 경보기, 나에게 맞는 안전 선택은?",4,혼자 사는 당신,3,혼자 사는 당신(3); 퇴근 후(1),MEDIUM,일반 수준
2026-08-07-cleaning-auto-d3c72b,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-d3c72b/,변기 얼룩 제거 알아보기｜변기 물때 청소,4,퇴근 후,3,혼자 사는 당신(1); 퇴근 후(3),MEDIUM,일반 수준
2026-08-07-cleaning-auto-ef484e,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-ef484e/,1인 가구 침구 세탁 알아보기｜베개 세탁 주기,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-cost-auto-811cef,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-811cef/,일회용품 줄이기 비교｜다회용품 선택,4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-07-cost-auto-b1ff82,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-b1ff82/,"혼자 사는 직장인, 매달 나가는 미용실 비용이 부담된다면? 저렴한 동네 미용실 vs 프랜차이즈 vs 셀프, 후회 없는 선택 가이드",4,현명한 선택,1,현명한 선택(1); 후회 없는(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-food-auto-c3ab2b,https://honsamnote.co.kr/blog/2026-08-07-food-auto-c3ab2b/,냉동식품 비교｜간편식,4,퇴근 후,4,퇴근 후(4),MEDIUM,일반 수준
2026-08-07-food-auto-f5cf37,https://honsamnote.co.kr/blog/2026-08-07-food-auto-f5cf37/,1인 가구 밀키트 비교｜소량 식재료,4,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-07-housing-auto-5dd703,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-5dd703/,"혼자 사는 직장인, 갑자기 이사 가야 하는데 다음 세입자 직접 구하라니? 계약 중도 해지 부담 줄이는 현실적인 방법",4,퇴근 후,3,퇴근 후(3); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-07-lifestyle-auto-c39ec1,https://honsamnote.co.kr/blog/2026-08-07-lifestyle-auto-c39ec1/,1인 가구 시간 낭비 알아보기｜퇴근 후 무의미한 스크롤링,4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-products-auto-074e7a,https://honsamnote.co.kr/blog/2026-08-07-products-auto-074e7a/,"혼자 사는 직장인, 가끔 필요한 문서 인쇄가 번거롭다면? 개인 프린터 vs 인쇄 서비스, 내게 맞는 최적의 선택은?",4,혼자 사는 직장인,3,퇴근 후(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-07-products-auto-2fe4a8,https://honsamnote.co.kr/blog/2026-08-07-products-auto-2fe4a8/,1인 가구 분리수거 알아보기｜좁은집 재활용,4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-products-auto-e9e85e,https://honsamnote.co.kr/blog/2026-08-07-products-auto-e9e85e/,"혼자 사는 직장인, 소량 빨래나 속옷 손빨래 매번 번거롭다면? 1인 가구 미니 세탁기 vs. 손빨래, 나에게 딱 맞는 선택은?",4,혼자 사는 직장인,3,퇴근 후(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-07-safety-auto-580f1f,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-580f1f/,1인 가구 알레르기 기준｜혼자 알레르기,4,혼자 사는 당신,3,혼자 사는 당신(3); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-cleaning-auto-a4c61f,https://honsamnote.co.kr/blog/2026-08-08-cleaning-auto-a4c61f/,가습기 물때 알아보기｜제습기 냄새,4,1인 가구 직장인,2,퇴근 후(1); 혼자 사는 직장인(1); 1인 가구 직장인(2),MEDIUM,일반 수준
2026-08-08-cleaning-auto-b16ac0,https://honsamnote.co.kr/blog/2026-08-08-cleaning-auto-b16ac0/,"혼자 사는 당신, 집에 밴 꿉꿉한 생활 냄새! 향으로 덮을까? 근본을 잡을까? 방향제·디퓨저 vs 공기청정기, 현명한 선택 기준",4,혼자 사는 당신,2,혼자 사는 당신(2); 현명한 선택(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-lifestyle-auto-dd0e67,https://honsamnote.co.kr/blog/2026-08-08-lifestyle-auto-dd0e67/,1인 가구 운동 비교｜혼자 운동,4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-products-auto-06056d,https://honsamnote.co.kr/blog/2026-08-08-products-auto-06056d/,"혼자 사는 직장인, 매일 마시는 물, 똑똑하게 고르고 싶다면? 생수 vs 필터 정수기 vs 렌탈 정수기, 내게 맞는 최적의 선택은?",4,퇴근 후,2,현명한 선택(1); 퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-products-auto-38bb22,https://honsamnote.co.kr/blog/2026-08-08-products-auto-38bb22/,"혼자 사는 직장인, 퇴근 후 설거지 산더미에 지쳤다면? 1인 가구 미니 식기세척기 vs 손설거지, 나에게 맞는 현명한 선택은?",4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-safety-auto-985515,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-985515/,혼자 사는 집 누수 방법｜아파트 누수,4,혼자 사는 당신,3,혼자 사는 당신(3); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-storage-auto-37bfb5,https://honsamnote.co.kr/blog/2026-08-08-storage-auto-37bfb5/,1인 가구 외투 알아보기｜좁은 집 가방 수납,4,퇴근 후,3,퇴근 후(3); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-08-storage-auto-55b81f,https://honsamnote.co.kr/blog/2026-08-08-storage-auto-55b81f/,1인 가구 주방 수납 비교｜프라이팬 정리,4,현명한 선택,2,현명한 선택(2); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-09-cleaning-auto-c10b6d,https://honsamnote.co.kr/blog/2026-08-09-cleaning-auto-c10b6d/,로봇청소기 비교｜무선 스틱 청소기,4,퇴근 후,3,혼자 사는 당신(1); 퇴근 후(3),MEDIUM,일반 수준
2026-08-09-food-auto-e39c1f,https://honsamnote.co.kr/blog/2026-08-09-food-auto-e39c1f/,혼자 사는 직장인 닭가슴살 해결 방법｜대용량 닭가슴살 보관,4,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-09-products-auto-7bf3a6,https://honsamnote.co.kr/blog/2026-08-09-products-auto-7bf3a6/,"혼자 사는 직장인, 좁은 집에서도 나만의 영화관을 만들고 싶다면? 미니 빔 프로젝터 vs 스마트 TV, 내게 맞는 최적의 선택은?",4,퇴근 후,3,퇴근 후(3); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-09-products-auto-df5dbc,https://honsamnote.co.kr/blog/2026-08-09-products-auto-df5dbc/,1인 가구 폐기물 알아보기｜대형 폐기물 신고,4,혼자 사는 당신,1,혼자 사는 당신(1); 현실적인 방법(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-10-cost-auto-78f79c,https://honsamnote.co.kr/blog/2026-08-10-cost-auto-78f79c/,1인 가구 집 수리 비교｜자가 수리 비용,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-10-products-auto-b0092a,https://honsamnote.co.kr/blog/2026-08-10-products-auto-b0092a/,"혼자 사는 직장인, 퇴근 후 간편하고 맛있는 요리, 어떤 조리 기구가 답일까? 에어프라이어 vs 전자레인지, 내게 맞는 최적의 선택은?",4,혼자 사는 직장인,2,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-11-lifestyle-auto-0f05f0,https://honsamnote.co.kr/blog/2026-08-11-lifestyle-auto-0f05f0/,혼자 사는 직장인 친구 관계 알아보기｜사회적 고립감 해소,4,퇴근 후,4,퇴근 후(4),MEDIUM,일반 수준
2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,"혼자 사는 당신, 집에서 넘어져 움직일 수 없을까 걱정될 때: 웨어러블 낙상 감지기 vs. 공간형 비접촉 센서, 나에게 맞는 안전 선택은?",4,혼자 사는 당신,1,혼자 사는 당신(1); 현실적인 방법(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-13-cost-auto-b1e536,https://honsamnote.co.kr/blog/2026-08-13-cost-auto-b1e536/,1인 가구 공구 비교｜멀티 공구 세트,4,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 후회 없는(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-13-safety-auto-6b585a,https://honsamnote.co.kr/blog/2026-08-13-safety-auto-6b585a/,1인 가구 이웃 소음 기준｜밤늦은 소리,4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(2),MEDIUM,일반 수준
2026-08-13-safety-auto-c86e8c,https://honsamnote.co.kr/blog/2026-08-13-safety-auto-c86e8c/,집 흔들림 기준｜지진 대처,4,혼자 사는 당신,3,혼자 사는 당신(3); 퇴근 후(1),MEDIUM,일반 수준
2026-08-14-cost-auto-304499,https://honsamnote.co.kr/blog/2026-08-14-cost-auto-304499/,"혼자 사는 직장인, 책 읽고 싶은데 매번 구매 비용 부담된다면? 도서관 vs. 전자책 구독 vs. 종이책 구매, 나에게 맞는 최적의 독서법은?",4,혼자 사는 직장인,3,퇴근 후(1); 혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-14-food-auto-0030b0,https://honsamnote.co.kr/blog/2026-08-14-food-auto-0030b0/,"혼자 사는 직장인, 개봉한 통조림·병조림·소분팩 소스 앞에서 망설일 때: 버리지 않고 끝까지 알뜰하게 즐기는 현실적인 보관 & 활용 전략",4,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-14-housing-auto-189ec3,https://honsamnote.co.kr/blog/2026-08-14-housing-auto-189ec3/,"혼자 사는 직장인, 이사/대청소 앞둔 대형 폐기물 처리! 비용 아끼고 깔끔하게 끝내는 현실 가이드",4,혼자 사는 직장인,2,현실적인 방법(1); 퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-14-products-auto-da7759,https://honsamnote.co.kr/blog/2026-08-14-products-auto-da7759/,1인 가구 화재보험 해결 방법｜월세집 보험,4,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-07-30-cleaning-26,https://honsamnote.co.kr/blog/2026-07-30-cleaning-26/,1인 가구 화장실 청소 방법｜곰팡이 제거 방법,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
