id,post_id,url,title,risk_level,claim,claim_type,current_value,verification_required,verification_status,recommended_action,source_required,source_used,checked_date
130,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",P1,2년 계약 시 연간 60만 원에서 120만 원 이상 추가 지출이 발생할 수 있습니다.,가격,120만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
131,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",P1,가전/가구 구매 비용 (빈집 선택 시): 필수 가전(냉장고， 세탁기， 에어컨)과 가구(침대， 책상， 옷장)만 해도 최소 150만 원에서 300만 원 이상 들 수 있습니다.,가격,150만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
132,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",P1,가전/가구 구매 비용 (빈집 선택 시): 필수 가전(냉장고， 세탁기， 에어컨)과 가구(침대， 책상， 옷장)만 해도 최소 150만 원에서 300만 원 이상 들 수 있습니다.,가격,300만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
133,2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",P1,(예: 빈집 고려) [ ] 가전/가구 구매를 위한 초기 목돈(최소 150만원 이상)을 지출할 여유가 있나요?,가격,150만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
134,2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,"혼자 사는 당신, 주방 화재 발생 시? 소화기 vs. 소방 담요, 나에게 더 효과적인 것은?",P1,✅ 119 신고 방법을 숙지하고 있는가?,안전,119 신고,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
140,2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",P1,보증금 미반환 위험: 집주인이 파산하거나 새로운 세입자를 구하지 못하면 보증금을 돌려받지 못할 위험이 있습니다.,법률,보증금 미반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
141,2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",P1,보증금 회수 위험 상대적으로 낮음: 전세에 비해 보증금 액수가 작아 미반환 위험 부담이 덜합니다.,법률,보증금 액수가 작아 미반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
147,2026-08-05-housing-auto-580e50,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-580e50/,"혼자 사는 직장인, 반려동물 키우고 싶은데 계약 위반 걱정? 집주인과 현명하게 합의하는 3단계",P1,(패턴 미매칭 — 수동 검토 필요),기타수치,,yes,NEEDS_EXTERNAL_VERIFICATION,수동 본문 검토 후 판단,공식기관,,
148,2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,"혼자 사는 직장인, 다음 집 어디로 갈까? 퇴근 후 짬 내서 내게 맞는 전월세집 똑똑하게 찾는 순서",P1,(비용 700원) 계약 조건 최종 조율: 특약 사항(예: 퇴실 청소비용， 옵션 파손 시 수리 책임 등)을 명확히 하고， 중개사에게 궁금한 점을 모두 물어보세요.,가격,700원),yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
149,2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,"혼자 사는 직장인, 다음 집 어디로 갈까? 퇴근 후 짬 내서 내게 맞는 전월세집 똑똑하게 찾는 순서",P1,월급의 25~30%를 넘지 않는 선에서 주거비용을 잡는 것이 좋습니다.,통계,30%,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
150,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,(있다면 즉시 119 신고) ✅ 모든 가전제품의 플러그를 뽑고 메인 차단기를 다시 올렸는가?,안전,119 신고,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
151,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,전체 전원이 차단되어 추가적인 감전 위험을 방지할 수 있습니다.,전기,감전 위험,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
152,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,특히 누전은 잠재적인 화재 위험을 안고 있으니 반드시 전문가의 진단을 받으세요.,전기,누전은 잠재적인 화재,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
153,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,젖은 손이나 맨손으로 전기 기기를 만지거나 수리하려 드는 행위: 감전 사고의 위험이 매우 높습니다.,전기,감전 사고의 위험,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
154,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,잘못된 배선은 누전이나 화재의 직접적인 원인이 되며， 심각한 인명 피해로 이어질 수 있습니다.,전기,누전이나 화재,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
155,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,콘센트 교체 (경미한 손상): 부품비 5천원~1만원 내외， 출장비 및 인건비 포함 시 3~7만원 이상 발생할 수 있습니다.,가격,1만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
156,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,콘센트 교체 (경미한 손상): 부품비 5천원~1만원 내외， 출장비 및 인건비 포함 시 3~7만원 이상 발생할 수 있습니다.,가격,7만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
157,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,(부품 종류 및 난이도에 따라 다름) 전문가 출장 및 수리 (누전， 전선 교체 등): 출장비 포함 기본 5~10만원부터 시작하며， 누전 원인 파악과 전선 교체 등 작업 난이도에 따라 수십만 원까지 발생할 수 있습니다.,가격,10만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
158,2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",P1,비용·시간·주의사항 비용: 자가 해결 (과부하 조절): 0원.,가격,0원.,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
159,2026-08-06-housing-auto-36b1cd,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-36b1cd/,"혼자 사는 직장인, 이사 나갈 때 보증금 깎일까 걱정? 원상회복 범위 알고 당당하게 돌려받는 법",P1,원상회복 의무는 민법 제615조에 명시된 임차인의 의무입니다.,법률,법 제615조,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
160,2026-08-06-housing-auto-36b1cd,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-36b1cd/,"혼자 사는 직장인, 이사 나갈 때 보증금 깎일까 걱정? 원상회복 범위 알고 당당하게 돌려받는 법",P1,선제적 접근: 집주인이 먼저 연락하기를 기다리기보다， 퇴거 2~3주 전 먼저 연락하여 원상회복 및 보증금 반환에 대한 논의를 시작하는 것이 유리합니다.,법률,보증금 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
161,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,오피스텔이나 원룸을 에어비앤비 같은 형태로 운영하는 것은 주택임대차보호법 위반뿐 아니라 공중위생관리법 등 다른 법률에도 저촉될 수 있습니다.,법률,주택임대차보호법,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
162,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,정확한 정보 없이 불법 숙박업으로 운영하기: 주거용 오피스텔이나 원룸을 영리 목적으로 숙박업으로 운영하는 것은 법률 위반이며， 이에 따른 벌금이나 처벌을 받을 수 있습니다.,법률,벌금,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
163,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,정확한 정보 없이 불법 숙박업으로 운영하기: 주거용 오피스텔이나 원룸을 영리 목적으로 숙박업으로 운영하는 것은 법률 위반이며， 이에 따른 벌금이나 처벌을 받을 수 있습니다.,법률,처벌,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
164,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,주택임대차보호법 미적용 위험: 당신이 새로운 임차인과 맺는 전대차 계약은 주택임대차보호법의 보호를 받지 못할 가능성이 높습니다.,법률,임차인과 맺는 전대차 계약은 주택임대차보호,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
165,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,개인 물품 보관 비용: 짐 보관 서비스(미니창고 등) 이용 시 월 5만~10만원 이상 발생합니다.,가격,10만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
166,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,청소 비용: 단기 임차인 퇴실 후 집 상태에 따라 전문 청소 업체를 이용해야 할 수 있으며， 10만~20만원 가량 소요됩니다.,가격,20만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
167,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",P1,"(거의 100% 명시되어 있을 것입니다.)집주인과의 관계는 어떠한가?",통계,100%,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
168,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,"이렇게 하면 오히려 악화됩니다집주인 동의 없이 무단으로 설치하는 행위: ""잠금장치 바꾸는 게 뭐 대수야?""라고 생각하며 집주인에게 알리지 않고 몰래 설치하면， 나중에 이사 나갈 때 원상복구 문제로 보증금 반환에 차질이 생기거나 심각한 분쟁으로 이어질 수 있습니다.",법률,보증금 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
169,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,비용·시간·주의사항 비용 디지털 도어락: 제품 가격: 보급형 10만원대 중반 ~ 고급형 30만원대 후반.,가격,10만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
170,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,비용·시간·주의사항 비용 디지털 도어락: 제품 가격: 보급형 10만원대 중반 ~ 고급형 30만원대 후반.,가격,30만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
171,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,설치비: 3만원 ~ 5만원 선 (제품 구매 시 무료 설치 포함인 경우도 많음).,가격,3만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
172,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,설치비: 3만원 ~ 5만원 선 (제품 구매 시 무료 설치 포함인 경우도 많음).,가격,5만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
173,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,(연 1만 원 내외) 보조키: 제품 가격: 일반형 3만원대 ~ 특수형 10만원대.,가격,1만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
174,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,설치비: 2만원 ~ 4만원 선 (자가 설치 시 절감 가능).,가격,2만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
175,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",P1,설치비: 2만원 ~ 4만원 선 (자가 설치 시 절감 가능).,가격,4만원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
176,2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",P1,우리나라 주택임대차보호법에 따르면， 임대인(집주인)은 임대차 기간이 끝나기 6개월 전부터 2개월 전까지， 임차인(세입자)은 임대차 기간이 끝나기 2개월 전까지 계약 갱신 거절 또는 해지 통보를 해야 합니다.,법률,주택임대차보호법,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
177,2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",P1,내용증명에는 계약 만료일， 퇴거 의사， 보증금 반환 요청 등을 기재합니다.,법률,보증금 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
178,2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",P1,이는 잘못된 주장이며， 계약 만료 시 보증금은 집주인이 반환해야 할 의무가 있습니다.,법률,보증금은 집주인이 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
179,2026-08-06-safety-auto-0b96ff,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-0b96ff/,일산화탄소 경보기 비교｜경보기 오작동,P1,"해결 순서 1단계: 신체 증상 및 경보음 패턴 확인 (가장 중요!)나의 몸 상태 확인: 두통， 어지러움， 메스꺼움， 무기력감 등 일산화탄소 중독 증상이 있는지 즉시 확인합니다.",가스,일산화탄소 중독,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
189,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",P1,✔️ 사야 하는 사람 도시가스 또는 LPG 가스를 주방/난방에 적극적으로 사용하는 사람: 인덕션만 쓰지 않고 가스레인지나 가스보일러를 주로 사용한다면， 누출 위험에 항상 노출되어 있습니다.,가스,"가스보일러를 주로 사용한다면, 누출 위험",yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
190,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",P1,장기 출장/여행 등으로 집을 자주 비우는 사람: 집을 비운 사이 가스 누출은 자칫 폭발 사고로 이어질 수 있어 특히 위험합니다.,가스,가스 누출은 자칫 폭발,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
191,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",P1,❌ 사지 않아도 되는 경우 인덕션 등 전기 조리 기구만 사용하고 가스 보일러가 없는 100% 비가스 주택 거주자: 가스 누출 위험 자체가 없습니다.,가스,가스 주택 거주자: 가스 누출 위험,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
192,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",P1,비용 스마트 가스 감지기: 3만 원대부터 10만 원대까지 다양합니다.,가격,3만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
193,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",P1,비용 스마트 가스 감지기: 3만 원대부터 10만 원대까지 다양합니다.,가격,10만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
