post_id,title,url,current_category,proposed_cluster,orphan_reason,content_value,search_intent,recommended_action,incoming_link_candidates,confidence,orphan_type
2026-07-27-welcome,혼자 사는 삶을 더 쉽게 만드는 법 — 1인 가구 생활백서를 시작하며,https://honsamnote.co.kr/blog/2026-07-27-welcome/,,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,문제해결형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,(관련성 있는 후보 없음),MEDIUM,B
2026-08-09-lifestyle-auto-12d150,"혼자 사는 직장인, 퇴근 후 아무도 간섭하지 않아 오히려 생활 리듬 잡기 어렵다면? 나만의 '일상 코어 루틴'으로 시간과 에너지를 최적화하는 법",https://honsamnote.co.kr/blog/2026-08-09-lifestyle-auto-12d150/,관계·고립·생활 리듬,생활리듬·시간관리,클러스터(생활리듬·시간관리)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,방법형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-07-30-lifestyle-60(주말 무기력 해결 방법｜주말 계획); 2026-07-30-lifestyle-62(퇴근 후 혼밥이 귀찮은 1인 가구, 매일 끼니 거르지 않고 건강 챙기는 현실적인 식사 루틴); 2026-07-30-lifestyle-64(퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴)",MEDIUM,C
2026-08-10-food-auto-d3517e,"혼자 사는 직장인, 특정 요리 후 남은 '이색 소량 식재료' (고수, 코코넛 밀크 등): 버리지 않고 다음 끼니까지 알뜰하게 해치우는 현실 가이드",https://honsamnote.co.kr/blog/2026-08-10-food-auto-d3517e/,혼밥·식재료 관리,장보기·식비절약,클러스터(장보기·식비절약)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,문제해결형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-08-01-food-auto-0f5d02(퇴근 후 지친 1인 가구 직장인, 오프라인 마트 vs. 온라인 장보기, 당신의 시간과 돈을 아껴줄 현명한 선택); 2026-08-01-food-auto-2c9171(1인 가구 직장인, 대형마트 대용량 식재료 앞에서 망설일 때? 현명하게 구매하고 다 쓰는 전략); 2026-08-04-food-auto-908ca9(1인 가구, 대용량 잡곡·가루·장류 앞에서 망설일 때? 진짜 이득인지 따져보는 현명한 선택 가이드)",MEDIUM,C
2026-08-10-lifestyle-auto-1dd1a3,"혼자 사는 직장인, 혹시 모를 상황에 대비한 긴급 연락처, 누구로 지정해야 할지 고민이라면? 나만의 스마트 비상 연락 시스템 구축 가이드",https://honsamnote.co.kr/blog/2026-08-10-lifestyle-auto-1dd1a3/,관계·고립·생활 리듬,관계 관리,"클러스터(관계 관리)와의 주제 적합도가 높음(matchScore 2) — 단순히 아직 연결이 안 됐을 뿐, 양질 콘텐츠로 판단",높음,질문형,관련 글에서 링크 추가 검토,"2026-07-30-lifestyle-65(혼자 사는 내가 갑자기 아플 때, 망설임 없이 도움을 요청하고 돌봐줄 사람 찾는 실전 가이드); 2026-08-01-lifestyle-auto-976633(1인 가구 직장인, '혼자라서 시간 많지?' 오해에 지쳤다면? 퇴근 후 내 시간 지키는 현명한 거절법); 2026-08-01-lifestyle-auto-ab470f(혼자 사는 직장인, 새로운 인연 찾기가 막막하다면? 데이팅 앱 vs. 오프라인 모임, 나에게 맞는 선택 기준)",MEDIUM,A
2026-08-11-food-auto-a86ad1,"혼자 사는 직장인, 빵 한 팩 앞에서 망설일 때: 버리지 않고 끝까지 촉촉하게 즐기는 구매부터 보관, 활용법",https://honsamnote.co.kr/blog/2026-08-11-food-auto-a86ad1/,혼밥·식재료 관리,식재료 보관,클러스터(식재료 보관)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,문제해결형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-08-04-food-auto-8d3bfc(1인 가구 직장인, 마트에서 산 감자 싹 나고 양파 물러질 때, 버릴까 말까? 알뜰하게 살리고 안전하게 먹는 법); 2026-08-05-food-auto-c06744(1인 가구 직장인, 요리에 쓰고 남은 신선 허브, 시들기 전에 이렇게 하세요! 버리지 않고 오래 쓰는 보관법); 2026-08-06-food-auto-38c543(혼자 사는 직장인, 냉장고 문 열 때마다 스멀스멀 올라오는 퀴퀴한 냄새? 식욕도 위생도 살리는 깔끔한 해결법)",MEDIUM,C
2026-08-11-lifestyle-auto-90d3e2,"혼자 사는 직장인, 밤샘 야근·늦은 약속 다음 날, 망가진 생활 리듬 최소 2시간 만에 되돌리는 법",https://honsamnote.co.kr/blog/2026-08-11-lifestyle-auto-90d3e2/,관계·고립·생활 리듬,생활리듬·시간관리,클러스터(생활리듬·시간관리)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,문제해결형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-07-30-lifestyle-60(주말 무기력 해결 방법｜주말 계획); 2026-07-30-lifestyle-62(퇴근 후 혼밥이 귀찮은 1인 가구, 매일 끼니 거르지 않고 건강 챙기는 현실적인 식사 루틴); 2026-07-30-lifestyle-64(퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴)",MEDIUM,C
2026-08-12-cleaning-auto-85acce,창문 청소 비교｜유리창 청소,https://honsamnote.co.kr/blog/2026-08-12-cleaning-auto-85acce/,청소·세탁·집안일,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,비교형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-07-30-cleaning-32(퇴근 후 녹초가 된 1인 가구 직장인, 집안일 자동화 가전으로 얻을 수 있는 시간과 돈은?); 2026-08-03-cleaning-auto-d96324(혼자 사는 직장인, 퇴근 후 지저분한 바닥? 로봇청소기 vs 무선청소기, 후회 없는 선택 기준); 2026-08-09-cleaning-auto-c10b6d(혼자 사는 당신, 퇴근 후 끈적이는 바닥 청소 스트레스? 좁은 집 로봇 청소기 vs 무선 스틱 청소기, 후회 없는 선택 기준)",MEDIUM,B
2026-08-12-cleaning-auto-868b91,"혼자 사는 당신, 답답하고 칙칙한 유리창? 1시간 만에 밝고 시원하게 되돌리는 현실 솔루션",https://honsamnote.co.kr/blog/2026-08-12-cleaning-auto-868b91/,청소·세탁·집안일,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,질문형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-07-30-cleaning-27(혼자 사는 당신, 샤워실 배수구 냄새? 퇴근 후 15분 만에 잡는 법); 2026-07-31-cleaning-79(주말 순삭하는 청소 지옥? 1인 가구, 정기 청소 vs 직접 청소 딱 맞는 답 찾는 법); 2026-08-06-cleaning-auto-ff8d39(혼자 사는 당신, 옷장 터지기 일보 직전? 헌 옷 깔끔하게 비우고 돈까지 버는 현실 가이드)",MEDIUM,B
2026-08-12-safety-auto-020b2f,"혼자 사는 당신, 욕실이나 주방 배수구에서 갑자기 악취가 올라올 때: 당황하지 않고 원인 파악부터 위생적으로 해결하는 현실적인 방법",https://honsamnote.co.kr/blog/2026-08-12-safety-auto-020b2f/,안전·응급상황,응급상황 대처,클러스터(응급상황 대처)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,방법형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-07-30-safety-33(혼자 사는 당신, 갑자기 아플 때 후회하지 않을 '생활 비상 키트' 미리 준비하기); 2026-07-30-safety-34(혼자 사는 내가 갑자기 아플 때, 응급실 가기 전 챙길 물건 최소화 리스트); 2026-07-30-safety-36(혼자 사는 당신, 퇴근 후 집에 들어서자마자 섬뜩한 가스 냄새가 날 때, 이렇게 행동하세요)",MEDIUM,C
2026-08-13-food-auto-4b3fa7,"혼자 사는 직장인, 매일 건강한 과일 챙겨 먹고 싶을 때: 신선 베리 vs. 냉동 베리, 당신의 지갑과 편리함을 위한 현명한 선택",https://honsamnote.co.kr/blog/2026-08-13-food-auto-4b3fa7/,혼밥·식재료 관리,식재료 보관,클러스터(식재료 보관)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,비교형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-08-04-food-auto-8d3bfc(1인 가구 직장인, 마트에서 산 감자 싹 나고 양파 물러질 때, 버릴까 말까? 알뜰하게 살리고 안전하게 먹는 법); 2026-08-05-food-auto-c06744(1인 가구 직장인, 요리에 쓰고 남은 신선 허브, 시들기 전에 이렇게 하세요! 버리지 않고 오래 쓰는 보관법); 2026-08-06-food-auto-38c543(혼자 사는 직장인, 냉장고 문 열 때마다 스멀스멀 올라오는 퀴퀴한 냄새? 식욕도 위생도 살리는 깔끔한 해결법)",MEDIUM,C
2026-08-13-housing-auto-5aa38a,"혼자 사는 직장인, 택배 분실·도난 걱정으로 스트레스받지 마세요! 우리 집 현관 앞 택배 100% 안전하게 받는 현실적인 방법",https://honsamnote.co.kr/blog/2026-08-13-housing-auto-5aa38a/,주거·계약·이사,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,방법형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-08-05-safety-auto-9a8ad6(혼자 사는 당신, 퇴근 후 안전하게 택배를 받을 때? 스마트 무인 택배함 vs. 문 앞 비대면 배송, 나에게 맞는 선택은?); 2026-08-05-products-auto-9973a7(혼자 사는 직장인, 택배 분실·재배송 스트레스 끝! 1인 가구 스마트/무인 택배함, 우리 집에 딱 맞는지 따져보는 3가지 기준); 2026-07-30-safety-38(퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법)",MEDIUM,B
2026-08-13-products-auto-2cf601,"혼자 사는 직장인, 매번 번거로운 제모에 시간/돈 낭비 그만! 가정용 제모기 vs 전문 샵 레이저, 나에게 딱 맞는 선택은?",https://honsamnote.co.kr/blog/2026-08-13-products-auto-2cf601/,1인 가구 제품·서비스,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,비교형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-07-30-products-50(혼자 사는 직장인, 빨래방 갈 시간 없을 때! 소형 세탁기, '이 기준'으로 후회 없이 고르세요); 2026-07-30-products-51(꿉꿉한 빨래, 좁은 방에 널지 마세요! 1인 가구 직장인을 위한 미니 건조기, 실패 없이 선택하는 법); 2026-07-30-products-52(퇴근 후 지친 당신, 로봇청소기 정말 필요할까? 1인 가구에 딱 맞는 선택 기준)",MEDIUM,B
2026-08-13-safety-auto-c86e8c,"혼자 사는 당신, 갑자기 집이 흔들리거나 건물 전체 비상벨이 울릴 때: 지진인지, 건물 문제인지 당황하지 않고 판단하고 안전하게 대처하는 법",https://honsamnote.co.kr/blog/2026-08-13-safety-auto-c86e8c/,안전·응급상황,응급상황 대처,클러스터(응급상황 대처)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,판단형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-07-30-safety-33(혼자 사는 당신, 갑자기 아플 때 후회하지 않을 '생활 비상 키트' 미리 준비하기); 2026-07-30-safety-34(혼자 사는 내가 갑자기 아플 때, 응급실 가기 전 챙길 물건 최소화 리스트); 2026-07-30-safety-36(혼자 사는 당신, 퇴근 후 집에 들어서자마자 섬뜩한 가스 냄새가 날 때, 이렇게 행동하세요)",MEDIUM,C
2026-08-13-safety-auto-dcd18d,"혼자 사는 당신, 비상식량·비상용 물, 어떻게 준비해야 할까? 시판 비상식량 키트 vs. DIY 식료품 로테이션, 나에게 맞는 안전 선택은?",https://honsamnote.co.kr/blog/2026-08-13-safety-auto-dcd18d/,안전·응급상황,응급상황 대처,클러스터(응급상황 대처)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,비교형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-07-30-safety-33(혼자 사는 당신, 갑자기 아플 때 후회하지 않을 '생활 비상 키트' 미리 준비하기); 2026-07-30-safety-34(혼자 사는 내가 갑자기 아플 때, 응급실 가기 전 챙길 물건 최소화 리스트); 2026-07-30-safety-36(혼자 사는 당신, 퇴근 후 집에 들어서자마자 섬뜩한 가스 냄새가 날 때, 이렇게 행동하세요)",MEDIUM,C
2026-08-14-cleaning-auto-1ca76b,음식물 처리 비교｜음식물 쓰레기통,https://honsamnote.co.kr/blog/2026-08-14-cleaning-auto-1ca76b/,청소·세탁·집안일,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,비교형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-08-07-products-auto-5c0731(1인 가구 음식물 처리기 기준｜음식물 쓰레기 처리); 2026-08-06-cleaning-auto-e80db8(혼자 사는 당신, 냄새나는 음식물 쓰레기, 버릴까? 말릴까? 음식물처리기 vs. 간편 배출, 현명한 선택 기준); 2026-07-30-cost-4(퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관)",MEDIUM,B
2026-08-14-cost-auto-304499,"혼자 사는 직장인, 책 읽고 싶은데 매번 구매 비용 부담된다면? 도서관 vs. 전자책 구독 vs. 종이책 구매, 나에게 맞는 최적의 독서법은?",https://honsamnote.co.kr/blog/2026-08-14-cost-auto-304499/,생활비 최적화,생활비 절약 전반,클러스터(생활비 절약 전반)에는 속하지만 대표성이 약함(matchScore 1) — 의도적으로 독립적인 글로 취급 가능,보통,비교형,독립 콘텐츠로 유지 — 무리하게 링크 만들지 않음,"2026-07-29-cost-1(월급날 한숨만? 1인 가구 직장인의 한 달 고정비, 이대로 따라 하면 무조건 줄어듭니다); 2026-07-30-cost-6(내 돈 새는 줄도 몰랐죠? 1인 가구 직장인, 숨은 보험료 줄이는 3단계 점검법); 2026-08-01-cost-auto-0d71f8(혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법)",MEDIUM,C
2026-08-14-food-auto-950e9e,"혼자 사는 직장인, 팬트리 속 '말린 식재료' (미역, 다시마, 표고버섯 등), 언제까지, 어떻게 보관해야 할까? 맛과 건강 다 잡는 현실적인 관리법",https://honsamnote.co.kr/blog/2026-08-14-food-auto-950e9e/,혼밥·식재료 관리,식재료 보관,"클러스터(식재료 보관)와의 주제 적합도가 높음(matchScore 2) — 단순히 아직 연결이 안 됐을 뿐, 양질 콘텐츠로 판단",높음,질문형,관련 글에서 링크 추가 검토,"2026-08-04-food-auto-8d3bfc(1인 가구 직장인, 마트에서 산 감자 싹 나고 양파 물러질 때, 버릴까 말까? 알뜰하게 살리고 안전하게 먹는 법); 2026-08-05-food-auto-c06744(1인 가구 직장인, 요리에 쓰고 남은 신선 허브, 시들기 전에 이렇게 하세요! 버리지 않고 오래 쓰는 보관법); 2026-08-06-food-auto-38c543(혼자 사는 직장인, 냉장고 문 열 때마다 스멀스멀 올라오는 퀴퀴한 냄새? 식욕도 위생도 살리는 깔끔한 해결법)",MEDIUM,A
2026-08-14-products-auto-da7759,"혼자 사는 직장인, 혹시 모를 사고에 내 보증금·월세 가구 지켜줄 '이 보험' 꼭 확인하세요!",https://honsamnote.co.kr/blog/2026-08-14-products-auto-da7759/,1인 가구 제품·서비스,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,문제해결형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-08-06-products-auto-1d916e(1인 가구 전월세 안심보험 방법｜세입자 보험); 2026-08-07-cost-auto-846842(혼자 사는 직장인, 예상치 못한 사고에 내 물건 다 날아갈까 봐 불안하다면? 1인 가구 주택화재보험(세입자 보험), 과연 돈 값 할까?); 2026-07-30-products-50(혼자 사는 직장인, 빨래방 갈 시간 없을 때! 소형 세탁기, '이 기준'으로 후회 없이 고르세요)",MEDIUM,B
2026-08-14-safety-auto-2f3ee3,"혼자 사는 당신, 겨울철 강추위에 갑자기 수도 동파가 걱정될 때: 당황하지 않고 예방하고 대처하는 현실적인 방법",https://honsamnote.co.kr/blog/2026-08-14-safety-auto-2f3ee3/,안전·응급상황,(미분류),세부 클러스터에 매치되는 keyword/tag가 없어 미분류 상태 — §3 unclustered-review 결과를 먼저 확인,보통,방법형,unclustered-review 결과에 따라 클러스터 배정 후 재검토,"2026-08-06-safety-auto-21374d(혼자 사는 당신, 늦은 밤 위층/옆집 소음 때문에 잠 못 들 때: 감정 소모 없이 안전하게 대처하는 현실적인 방법); 2026-08-06-safety-auto-425601(혼자 사는 당신, 주말 저녁 갑자기 우리 집 물·전기·가스가 끊겼을 때: 당황하지 않고 원인 파악 및 해결하는 현실적인 방법); 2026-08-07-safety-auto-5a549d(혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?)",MEDIUM,B
