source_slug,source_title,target_slug,target_title,relevance_score,relation_type,reason
2026-08-12-safety-auto-15ca61,"혼자 사는 당신, 갑자기 정전될 때? 배터리식 비상등 vs. 충전식 자가발전/태양광 비상등, 나에게 맞는 안전 선택은?",2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-12-safety-auto-52e6c7,혼자 화재 경보기 방법｜화재 경보기 오작동,2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-12-storage-auto-0db620,원룸 수납 알아보기｜자잘한 부품 정리,2026-07-30-storage-17,"직장인 원룸러, 좁은 집도 넓게 쓰는 '침실-거실' 공간분리 현실 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-12-storage-auto-0db620,원룸 수납 알아보기｜자잘한 부품 정리,2026-07-30-storage-20,"바쁜 1인 가구 직장인, 퇴근 후에도 어지러운 주방? 딱 3단계로 끝내는 현실적인 정리법",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-12-storage-auto-ec0e5a,1인 가구 재활용 알아보기｜좁은 원룸 분리수거,2026-07-30-storage-17,"직장인 원룸러, 좁은 집도 넓게 쓰는 '침실-거실' 공간분리 현실 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-12-storage-auto-ec0e5a,1인 가구 재활용 알아보기｜좁은 원룸 분리수거,2026-07-30-storage-20,"바쁜 1인 가구 직장인, 퇴근 후에도 어지러운 주방? 딱 3단계로 끝내는 현실적인 정리법",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-cost-auto-590148,1인 가구 구독 서비스 비용 정리｜디지털 구독료 절약,2026-07-30-cost-2,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-food-auto-05f1fc,"혼자 사는 직장인, 신선 채소는 썩히기 일쑤, 냉동 채소는 맛없을까 걱정될 때: 혼밥러를 위한 최적의 채소 선택 가이드",2026-07-29-food-9,퇴근 후 지쳐도 괜찮아: 1인 가구 직장인이 냉장고 털어 일주일 식단을 미리 짜는 현실적인 방법,1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-housing-auto-0fa740,"혼자 사는 직장인, 보증금 떼일까 불안하다면? 전월세 보증보험 vs 셀프 대비, 내 돈 지키는 현명한 선택 가이드",2026-07-30-housing-42,"내 첫 원룸 계약, 퇴근 후 15분으로 손해 없이 똑똑하게 확인하는 법",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-products-auto-2cf601,"혼자 사는 직장인, 매번 번거로운 제모에 시간/돈 낭비 그만! 가정용 제모기 vs 전문 샵 레이저, 나에게 딱 맞는 선택은?",2026-07-30-products-50,"혼자 사는 직장인, 빨래방 갈 시간 없을 때! 소형 세탁기, '이 기준'으로 후회 없이 고르세요",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-products-auto-2cf601,"혼자 사는 직장인, 매번 번거로운 제모에 시간/돈 낭비 그만! 가정용 제모기 vs 전문 샵 레이저, 나에게 딱 맞는 선택은?",2026-07-30-products-51,"꿉꿉한 빨래, 좁은 방에 널지 마세요! 1인 가구 직장인을 위한 미니 건조기, 실패 없이 선택하는 법",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-safety-auto-c86e8c,집 흔들림 기준｜지진 대처,2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-safety-auto-c86e8c,집 흔들림 기준｜지진 대처,2026-07-30-safety-37,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-safety-auto-dcd18d,"혼자 사는 당신, 비상식량·비상용 물, 어떻게 준비해야 할까? 시판 비상식량 키트 vs. DIY 식료품 로테이션, 나에게 맞는 안전 선택은?",2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-safety-auto-dcd18d,"혼자 사는 당신, 비상식량·비상용 물, 어떻게 준비해야 할까? 시판 비상식량 키트 vs. DIY 식료품 로테이션, 나에게 맞는 안전 선택은?",2026-07-30-safety-37,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-storage-auto-545d8d,1인 가구 수납 비교｜좁은 집 정리,2026-07-30-storage-17,"직장인 원룸러, 좁은 집도 넓게 쓰는 '침실-거실' 공간분리 현실 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-storage-auto-545d8d,1인 가구 수납 비교｜좁은 집 정리,2026-07-30-storage-20,"바쁜 1인 가구 직장인, 퇴근 후에도 어지러운 주방? 딱 3단계로 끝내는 현실적인 정리법",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-13-storage-auto-ccc061,싱크대 하부장 정리 알아보기｜세면대 하부장 수납,2026-07-30-storage-17,"직장인 원룸러, 좁은 집도 넓게 쓰는 '침실-거실' 공간분리 현실 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-cost-auto-304499,"혼자 사는 직장인, 책 읽고 싶은데 매번 구매 비용 부담된다면? 도서관 vs. 전자책 구독 vs. 종이책 구매, 나에게 맞는 최적의 독서법은?",2026-07-30-cost-2,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-food-auto-0030b0,"혼자 사는 직장인, 개봉한 통조림·병조림·소분팩 소스 앞에서 망설일 때: 버리지 않고 끝까지 알뜰하게 즐기는 현실적인 보관 & 활용 전략",2026-07-29-food-9,퇴근 후 지쳐도 괜찮아: 1인 가구 직장인이 냉장고 털어 일주일 식단을 미리 짜는 현실적인 방법,1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-food-auto-0030b0,"혼자 사는 직장인, 개봉한 통조림·병조림·소분팩 소스 앞에서 망설일 때: 버리지 않고 끝까지 알뜰하게 즐기는 현실적인 보관 & 활용 전략",2026-07-30-food-10,"퇴근 후 요리 스트레스 줄여줄 1인 가구 필수템, 식재료 소분과 냉동 보관 완벽 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-food-auto-78155f,"혼자 사는 직장인, 빠르고 간편하게 단백질 챙기고 싶을 때: 참치캔 vs. 닭가슴살 통조림/팩 vs. 즉석 두부, 당신의 건강과 편리함을 위한 현명한 선택",2026-07-30-food-10,"퇴근 후 요리 스트레스 줄여줄 1인 가구 필수템, 식재료 소분과 냉동 보관 완벽 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-food-auto-950e9e,"혼자 사는 직장인, 팬트리 속 '말린 식재료' (미역, 다시마, 표고버섯 등), 언제까지, 어떻게 보관해야 할까? 맛과 건강 다 잡는 현실적인 관리법",2026-07-29-food-9,퇴근 후 지쳐도 괜찮아: 1인 가구 직장인이 냉장고 털어 일주일 식단을 미리 짜는 현실적인 방법,1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-food-auto-950e9e,"혼자 사는 직장인, 팬트리 속 '말린 식재료' (미역, 다시마, 표고버섯 등), 언제까지, 어떻게 보관해야 할까? 맛과 건강 다 잡는 현실적인 관리법",2026-07-30-food-10,"퇴근 후 요리 스트레스 줄여줄 1인 가구 필수템, 식재료 소분과 냉동 보관 완벽 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-lifestyle-auto-e506f6,1인 가구 기념일 비교｜혼자 생일 보내기,2026-07-30-lifestyle-60,주말 무기력 해결 방법｜주말 계획,1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-lifestyle-auto-e506f6,1인 가구 기념일 비교｜혼자 생일 보내기,2026-07-30-lifestyle-62,"퇴근 후 혼밥이 귀찮은 1인 가구, 매일 끼니 거르지 않고 건강 챙기는 현실적인 식사 루틴",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-storage-auto-be0ab4,1인 가구 식사 공간 비교｜원룸 작업 공간,2026-07-30-storage-17,"직장인 원룸러, 좁은 집도 넓게 쓰는 '침실-거실' 공간분리 현실 가이드",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-08-14-storage-auto-be0ab4,1인 가구 식사 공간 비교｜원룸 작업 공간,2026-07-30-storage-20,"바쁜 1인 가구 직장인, 퇴근 후에도 어지러운 주방? 딱 3단계로 끝내는 현실적인 정리법",1,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 1)
2026-07-30-cleaning-26,"퇴근 후 마주한 눅눅한 욕실, 1인 가구 화장실 곰팡이, 딱 30분이면 끝내는 완벽 제거 가이드",2026-08-08-products-auto-57c503,"혼자 사는 직장인, 퇴근 후 끈적한 바닥에 지쳤다면? 1인 가구 로봇 물걸레 청소기 vs 무선 전동 물걸레 청소기, 나에게 맞는 현명한 선택은?",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-housing-45,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",2026-08-07-cleaning-auto-21d8af,다림질 매트 비교｜다리미판,2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-housing-48,옵션 가전 고장 알아보기｜세입자 책임,2026-07-30-cleaning-29,"바쁜 1인 가구, 침구 세탁 주기 헷갈릴 때? 쾌적한 잠자리를 위한 현실 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-housing-48,옵션 가전 고장 알아보기｜세입자 책임,2026-07-30-products-57,"바쁜 1인 가구 직장인, 장보기 시간 아깝다면? 돈과 시간 아끼는 정기배송 서비스 선택 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-housing-69,"한겨울 밤, 1인 가구 보일러 고장? 당황 말고 이 순서대로 대처하세요",2026-08-01-safety-auto-835af8,"혼자 사는 당신, 보일러나 난방기 사용 중 갑자기 어지럽고 메스꺼울 때? 침묵의 살인자 일산화탄소 대처법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-lifestyle-60,주말 무기력 해결 방법｜주말 계획,2026-08-07-food-auto-55d572,"혼자 사는 직장인, 퇴근 후 저녁 요리 망설일 때: 주말 2시간으로 평일 요리 시간 10분 만드는 스마트 식재료 준비 루틴",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-lifestyle-61,"혼자 사는 직장인, 퇴근 후 찾아오는 쓸쓸함을 현명하게 다루는 3단계 루틴",2026-07-30-housing-42,"내 첫 원룸 계약, 퇴근 후 15분으로 손해 없이 똑똑하게 확인하는 법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-lifestyle-61,"혼자 사는 직장인, 퇴근 후 찾아오는 쓸쓸함을 현명하게 다루는 3단계 루틴",2026-08-07-housing-auto-0bc6a2,"혼자 사는 직장인, 좁은 집 짐 처치 곤란? 셀프 스토리지 vs 비우기, 내 돈 아끼는 현명한 선택 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-lifestyle-64,"퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴",2026-08-01-cleaning-auto-2b8bbd,"출근길 커피 얼룩, 퇴근 후 저녁 식사 흔적? 혼자 사는 당신의 옷 얼룩, 망치지 않고 빠르게 지우는 법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-lifestyle-65,"혼자 사는 내가 갑자기 아플 때, 망설임 없이 도움을 요청하고 돌봐줄 사람 찾는 실전 가이드",2026-07-30-safety-41,"혼자 사는 당신이 아프거나 연락 안 될 때: 위기 상황 대비 비상연락망, 이렇게 만드세요!",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-lifestyle-65,"혼자 사는 내가 갑자기 아플 때, 망설임 없이 도움을 요청하고 돌봐줄 사람 찾는 실전 가이드",2026-08-07-safety-auto-86e30d,혼자 살 때 아플 때 해결 방법｜아플 때 식사,2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-products-57,"바쁜 1인 가구 직장인, 장보기 시간 아깝다면? 돈과 시간 아끼는 정기배송 서비스 선택 가이드",2026-07-29-food-9,퇴근 후 지쳐도 괜찮아: 1인 가구 직장인이 냉장고 털어 일주일 식단을 미리 짜는 현실적인 방법,2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-products-57,"바쁜 1인 가구 직장인, 장보기 시간 아깝다면? 돈과 시간 아끼는 정기배송 서비스 선택 가이드",2026-07-30-food-13,"1인 가구, 남은 배달음식 버릴까? 다음 끼니까지 안전하게 보관하는 현실적인 팁",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-safety-34,"혼자 사는 내가 갑자기 아플 때, 응급실 가기 전 챙길 물건 최소화 리스트",2026-07-30-lifestyle-62,"퇴근 후 혼밥이 귀찮은 1인 가구, 매일 끼니 거르지 않고 건강 챙기는 현실적인 식사 루틴",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-safety-39,"늦은 밤, 혼자 사는 여성이 집에서 불안감 느낄 때? 외부 침입 완벽 차단하는 우리 집 점검법",2026-07-30-products-56,"빈집 걱정 끝! 1인 가구를 위한 가정용 보안카메라, 이 5가지만 보고 고르세요",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-safety-40,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",2026-07-30-lifestyle-59,"1인 가구 직장인, 퇴근 후나 주말에 혼자 있을 때 자꾸 무기력해진다면? 당신의 생활 리듬을 되찾는 현실적인 방법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-storage-19,"1인 가구 직장인, 침대 밑 빈 공간에 짐 넣기 전 반드시 확인해야 할 3가지",2026-07-30-housing-48,옵션 가전 고장 알아보기｜세입자 책임,2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-30-storage-21,"현관 열자마자 꿉꿉한 냄새? 1인 가구 신발장 냄새, 근본부터 해결하는 현실 관리법",2026-08-06-cleaning-auto-907063,"혼자 사는 당신, 현관문 열자마자 신발장 냄새에 미간 찌푸린다고요? 10분 만에 꿉꿉한 냄새 싹 잡고 쾌적하게 만드는 현실 솔루션",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-31-housing-71,"혼자 사는 집 고장! 집주인이 수리 미룰 때, 내 돈 아끼는 현실적인 해결 순서",2026-08-01-safety-auto-4f0708,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-31-housing-71,"혼자 사는 집 고장! 집주인이 수리 미룰 때, 내 돈 아끼는 현실적인 해결 순서",2026-08-04-safety-auto-ceca45,창문 깨짐 방법｜유리 파편,2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-31-safety-73,"혼자 사는 당신, 퇴근 후 갑자기 고열이 날 때 병원까지 안전하게 가는 현실적인 대처법",2026-07-30-lifestyle-62,"퇴근 후 혼밥이 귀찮은 1인 가구, 매일 끼니 거르지 않고 건강 챙기는 현실적인 식사 루틴",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-07-31-safety-73,"혼자 사는 당신, 퇴근 후 갑자기 고열이 날 때 병원까지 안전하게 가는 현실적인 대처법",2026-08-11-food-auto-452e94,"혼자 사는 직장인, 매일 신선 채소 챙겨 먹기 어려울 때: 샐러드 정기배송 vs. 직접 재료 손질, 당신의 건강과 지갑을 위한 현명한 선택",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cleaning-auto-2b8bbd,"출근길 커피 얼룩, 퇴근 후 저녁 식사 흔적? 혼자 사는 당신의 옷 얼룩, 망치지 않고 빠르게 지우는 법",2026-07-30-lifestyle-64,"퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cleaning-auto-2b8bbd,"출근길 커피 얼룩, 퇴근 후 저녁 식사 흔적? 혼자 사는 당신의 옷 얼룩, 망치지 않고 빠르게 지우는 법",2026-08-01-cost-auto-4a41b3,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cleaning-auto-48265b,"혼자 사는 당신, 퇴근 후 마주하는 음식물 쓰레기 냄새? 지금 당장 싹 잡고 깔끔하게 처리하는 법",2026-07-30-food-16,"퇴근 후 요리하는 1인 가구, 냄새 없이 음식물 쓰레기 줄이는 현실적인 루틴",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cleaning-auto-48265b,"혼자 사는 당신, 퇴근 후 마주하는 음식물 쓰레기 냄새? 지금 당장 싹 잡고 깔끔하게 처리하는 법",2026-07-30-products-53,퇴근 후 음식물 쓰레기 냄새? 1인 가구에 딱 맞는 음식물처리기 현명하게 고르는 법,2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cost-auto-8e14b1,"혼자 사는 직장인, 대용량 생필품/식료품, 사야 할까? 말아야 할까? 내게 맞는 구매 기준 3단계",2026-08-06-food-auto-06029f,"혼자 사는 직장인, 첫 요리에 어떤 양념 살지 막막할 때? 낭비 없이 우리 집 만능 양념통 만드는 현실적인 기준",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cost-auto-9c7467,혼자 사는 직장인 옷 방법｜옷값 절약,2026-08-05-storage-auto-1764b0,"1인 가구 직장인, 좁은 옷장 '꽉 찬 옷' 때문에 숨막힌다면? 옷걸이 하나라도 더 거는 현실 수납법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-cost-auto-9c7467,혼자 사는 직장인 옷 방법｜옷값 절약,2026-08-06-storage-auto-4e768a,"1인 가구 직장인, '꽉 찬 옷장' 막막하다면? 내 옷에 맞춰 '선반 vs 서랍 vs 수납함' 최적 조합 찾는 현실 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-food-auto-0ac183,"혼자 사는 직장인, 반만 쓰고 남은 채소, 싱싱하게 다음 끼니까지 보관하는 현실적인 방법",2026-07-30-storage-22,"좁은 원룸 냉장고, 식재료 낭비 없이 깔끔하게 쓰는 현실 정리법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-housing-auto-18e480,"혼자 사는 직장인, 우리 집 화재·누수 걱정 끝! 내 보증금·물건 지키는 전월세 보험 똑똑하게 가입하기",2026-08-06-safety-auto-669f80,"혼자 사는 당신, 예기치 못한 사고에 재산 보호는? 일반 주택화재보험 vs. 1인 가구 맞춤 종합보험, 어떤 보험이 나에게 유리할까?",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-housing-auto-18e480,"혼자 사는 직장인, 우리 집 화재·누수 걱정 끝! 내 보증금·물건 지키는 전월세 보험 똑똑하게 가입하기",2026-08-07-cost-auto-846842,"혼자 사는 직장인, 예상치 못한 사고에 내 물건 다 날아갈까 봐 불안하다면? 1인 가구 주택화재보험(세입자 보험), 과연 돈 값 할까?",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-housing-auto-1c1518,"혼자 사는 직장인, 이사 갈 때 대형 폐기물 처리? 시간과 돈 아끼는 3가지 선택 비교",2026-08-13-cleaning-auto-545cef,"혼자 사는 당신, 자취방에 쌓인 못 쓰는 가구와 가전, 어떻게 버려야 할지 막막하다고? 딱 15분, 골치 아픈 대형 폐기물 스마트하게 처리하는 현실 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-housing-auto-bd24e0,"혼자 사는 직장인, 늦은 밤 이웃 소음에 잠 못 들 때? 감정 소모 줄이고 똑똑하게 해결하는 순서",2026-07-30-lifestyle-64,"퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-lifestyle-auto-29922b,혼자 사는 삶 비교｜하우스메이트 장단점,2026-07-30-cost-2,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-lifestyle-auto-29922b,혼자 사는 삶 비교｜하우스메이트 장단점,2026-07-30-cost-3,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-lifestyle-auto-f56796,혼자 사는 집 비교｜퇴근 후 루틴,2026-08-05-safety-auto-9a8ad6,"혼자 사는 당신, 퇴근 후 안전하게 택배를 받을 때? 스마트 무인 택배함 vs. 문 앞 비대면 배송, 나에게 맞는 선택은?",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-safety-auto-0e6262,일산화탄소 중독 해결 방법｜보일러 이상,2026-08-04-cost-auto-7e7d88,"혼자 사는 직장인, 난방비 폭탄 걱정될 때! 우리 집 겨울, 후회 없이 따뜻하고 저렴하게 나는 법",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
2026-08-01-safety-auto-b177af,"혼자 사는 당신, 갑자기 천장에서 물이 새거나 벽이 젖을 때 당황하지 않고 대처하는 방법",2026-07-30-cost-70,"혼자 사는 직장인, 갑자기 늘어난 수도요금: 숨은 누수 찾고 해결하는 실전 가이드",2,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 2)
