post_id,url,category,title,phrase_found,total_occurrences,sentence_context,decision,keep_reason,soften_suggestion,checked_date
2026-08-01-safety-auto-a71046,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-a71046/,safety,"혼자 사는 당신, 늦은 밤 집 문 앞에서 열쇠를 잃어버렸을 때 안전하게 귀가하고 문을 여는 방법",가장안전,1,"**장기적인 재발 방지 대책 마련:**
    *   **비상 키 보관처 확보:** 믿을 수 있는 가족이나 친한 친구에게 여분의 열쇠를 맡겨두는 것이 가장 안전하고 확실한 방법입니다.",REVIEW,,,2026-08-18
2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,housing,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",반드시,5,"**전세 선택 시 - 전세금 반환보증보험:** 전세를 선택한다면 **반드시 전세금 반환보증보험 가입을 검토해야 합니다.** 주택도시보증공사(HUG), 한국주택금융공사(HF), 서울보증보험(SGI) 등에서 가입할 수 있습니다.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,housing,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",절대,1,"먼저 확인할 결론
혼자 사는 직장인에게 전세와 월세 중 '절대적인 정답'은 없습니다.",REVIEW,,,2026-08-18
2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,housing,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",무조건,2,"주변에서는 '무조건 전세가 답이다'라고 하고, 어떤 친구는 '월세가 부담은 적다'고 합니다.",REVIEW,,,2026-08-18
2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,housing,"혼자 사는 직장인, 다음 집 어디로 갈까? 퇴근 후 짬 내서 내게 맞는 전월세집 똑똑하게 찾는 순서",반드시,3,"이후 엄선된 몇 개의 매물만 현장 방문하여 시간을 절약하고, 계약 전에는 반드시 등기부등본을 직접 확인하는 것이 핵심입니다.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,housing,"혼자 사는 직장인, 다음 집 어디로 갈까? 퇴근 후 짬 내서 내게 맞는 전월세집 똑똑하게 찾는 순서",절대,4,이 중 절대 포기할 수 없는 '핵심 조건(Must-have)'과 '있으면 좋은 조건(Nice-to-have)'을 명확히 구분해야 합니다.,REVIEW,,,2026-08-18
2026-08-05-safety-auto-4e7f26,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-4e7f26/,safety,"혼자 사는 당신, 콘센트에서 타는 냄새나 스파크가 튈 때: 감전과 화재 위험 없이 안전하게 대처하는 법",절대,8,"먼저 확인할 결론

콘센트에서 타는 냄새나 스파크를 발견했다면 **즉시 해당 콘센트에 연결된 모든 전원을 차단하고, 절대로 맨손으로 만지지 마세요.** 가장 빠르고 안전한 방법은 집안 전체의 **메인 차단기를 내려 전기를 완전히 끊은 후, 전문가에게 연락하여 점검받는 것**입니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-05-safety-auto-4e7f26,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-4e7f26/,safety,"혼자 사는 당신, 콘센트에서 타는 냄새나 스파크가 튈 때: 감전과 화재 위험 없이 안전하게 대처하는 법",무조건,1,"(예: 침실, 주방 등) 하지만 확실치 않다면 무조건 메인 차단기를 내리는 것이 좋습니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-05-safety-auto-4e7f26,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-4e7f26/,safety,"혼자 사는 당신, 콘센트에서 타는 냄새나 스파크가 튈 때: 감전과 화재 위험 없이 안전하게 대처하는 법",완전히,4,"먼저 확인할 결론

콘센트에서 타는 냄새나 스파크를 발견했다면 **즉시 해당 콘센트에 연결된 모든 전원을 차단하고, 절대로 맨손으로 만지지 마세요.** 가장 빠르고 안전한 방법은 집안 전체의 **메인 차단기를 내려 전기를 완전히 끊은 후, 전문가에게 연락하여 점검받는 것**입니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-05-safety-auto-4e7f26,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-4e7f26/,safety,"혼자 사는 당신, 콘센트에서 타는 냄새나 스파크가 튈 때: 감전과 화재 위험 없이 안전하게 대처하는 법",가장안전,1,"어떤 차단기를 내려야 할지 모르겠다면, 일단 메인 차단기를 내리는 것이 가장 안전합니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-06-cost-auto-177634,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-177634/,cost,1인 가구 드라이클리닝 비교｜드라이클리닝 비용,반드시,1,*   **세탁기 울/섬세 코스:** 반드시 세탁망에 옷을 넣어 세탁기가 옷감에 가하는 충격을 줄여주세요.,REVIEW,,,2026-08-18
2026-08-06-cost-auto-177634,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-177634/,cost,1인 가구 드라이클리닝 비교｜드라이클리닝 비용,절대,1,"*   **그룹 A: 물세탁 절대 금지 (X 표시된 물통)**
    *   해당 옷: 고가 정장, 캐시미어 코트, 형태 변형 쉬운 실크 원피스 등
    *   **결론: 무조건 전문 드라이클리닝 업체에 맡기세요.** 옷을 망치면 더 큰 손해입니다.",REVIEW,,,2026-08-18
2026-08-06-cost-auto-177634,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-177634/,cost,1인 가구 드라이클리닝 비교｜드라이클리닝 비용,무조건,3,"먼저 확인할 결론
혼자 사는 직장인의 드라이클리닝 비용, 무조건 아낄 수 있습니다!",REVIEW,,,2026-08-18
2026-08-06-cost-auto-177634,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-177634/,cost,1인 가구 드라이클리닝 비교｜드라이클리닝 비용,완벽하게,2,특히 기름때는 집에서 완벽하게 제거하기 힘듭니다.,SOFTEN,,"""완벽하게"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,housing,문제성 집 체크리스트｜전월세 계약,반드시,5,"특히 등기부등본, 건축물대장 같은 공적 서류를 반드시 직접 떼어보고, 의심스러운 부분이 있다면 계약을 보류하고 추가 조사를 하세요.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,housing,문제성 집 체크리스트｜전월세 계약,절대,1,"*   **구두 계약은 절대 금물:** 모든 내용은 반드시 계약서에 명시하고, 특약사항으로도 세밀하게 작성해야 합니다.",REVIEW,,,2026-08-18
2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,housing,문제성 집 체크리스트｜전월세 계약,100%,1,"아무리 신뢰가 가는 중개사라도, 본인의 이익과 당신의 이익이 100% 일치하지 않을 수 있다는 점을 인지해야 합니다.",SOFTEN,,"""100%"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-08-13-safety-auto-c86e8c,https://honsamnote.co.kr/blog/2026-08-13-safety-auto-c86e8c/,safety,집 흔들림 기준｜지진 대처,반드시,2,"비용·시간·주의사항
혼자 사는 당신의 안전을 위한 현실적인 비용, 시간, 그리고 반드시 알아야 할 주의사항입니다.",REVIEW,,,2026-08-18
2026-08-13-safety-auto-c86e8c,https://honsamnote.co.kr/blog/2026-08-13-safety-auto-c86e8c/,safety,집 흔들림 기준｜지진 대처,절대,2,"(단, 대피가 늦어질 위험이 있다면 과감히 생략하고 몸만 대피하세요.)
    *   **대피 경로:** 엘리베이터는 절대 사용하지 말고, 비상계단을 이용하여 침착하게 건물 밖으로 이동합니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-13-safety-auto-c86e8c,https://honsamnote.co.kr/blog/2026-08-13-safety-auto-c86e8c/,safety,집 흔들림 기준｜지진 대처,무조건,1,"하지만 판단에 시간이 걸린다면 무조건 안전 확보가 우선입니다.**

해결 순서
혼자 있을 때 집이 흔들리거나 비상벨이 울리면, 다음 4단계에 따라 침착하게 대처하세요.",REVIEW,,,2026-08-18
2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,cost,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",반드시,2,"반드시 알아둘 주의사항
*   **약정 기간 확인은 필수:** 현재 약정 잔여 기간과 위약금을 반드시 확인해야 합니다.",REVIEW,,,2026-08-18
2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,cost,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",무조건,2,"이렇게 하면 오히려 악화됩니다
*   **'혹시 모르니까' 비싼 요금제 고집하기:** 실제 사용량을 냉철하게 분석하지 않고, '데이터는 무조건 무제한'이라며 불필요하게 비싼 요금제를 선택하는 것은 가장 흔한 낭비입니다.",REVIEW,,,2026-08-18
2026-07-30-housing-45,https://honsamnote.co.kr/blog/2026-07-30-housing-45/,housing,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",반드시,4,**현 거주지 계약 해지 통보**: 임대차 계약서상 해지 통보 기한(보통 계약 만료 1~2개월 전)을 반드시 확인하고 집주인 또는 부동산에 이사 계획을 알립니다.,KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-07-30-housing-45,https://honsamnote.co.kr/blog/2026-07-30-housing-45/,housing,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",무조건,2,"*   **업체 비교 없이 무조건 싼 곳 선택**: 이삿짐센터 선정 시 가격만 보고 가장 저렴한 곳을 선택하면, 서비스의 질이 떨어지거나 짐 파손, 분실, 불친절 등으로 이어질 수 있습니다.",REVIEW,,,2026-08-18
2026-07-30-housing-45,https://honsamnote.co.kr/blog/2026-07-30-housing-45/,housing,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",완전히,1,**세탁기 물 빼기**: 세탁기 잔수를 완전히 빼내지 않으면 이사 중 고장의 원인이 될 수 있습니다.,REVIEW,,,2026-08-18
2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,cost,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",반드시,4,월세 이체는 반드시 본인 명의 계좌에서 임대인 명의 계좌로 이체해야 합니다.,REVIEW,,,2026-08-18
2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,cost,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",절대,1,*   **근거 없는 지출:** 세액공제를 받기 위해 불필요한 지출을 늘리는 것은 절대 금물입니다.,REVIEW,,,2026-08-18
2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,cost,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",완벽하게,1,"*   **간소화 서비스 맹신:** 홈택스 간소화 서비스는 매우 편리하지만, 모든 자료가 완벽하게 반영되는 것은 아닙니다.",SOFTEN,,"""완벽하게"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-08-01-cost-auto-8e14b1,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-8e14b1/,cost,"혼자 사는 직장인, 대용량 생필품/식료품, 사야 할까? 말아야 할까? 내게 맞는 구매 기준 3단계",반드시,4,"*   **무엇을?**
    *   매주 또는 격주로 반드시 구매하는 품목은 무엇인가요?",REVIEW,,,2026-08-18
2026-08-01-cost-auto-8e14b1,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-8e14b1/,cost,"혼자 사는 직장인, 대용량 생필품/식료품, 사야 할까? 말아야 할까? 내게 맞는 구매 기준 3단계",무조건,2,"먼저 확인할 결론
혼자 사는 직장인에게 대용량 구매가 무조건적인 생활비 절약으로 이어지는 것은 아닙니다.",REVIEW,,,2026-08-18
2026-08-01-cost-auto-8e14b1,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-8e14b1/,cost,"혼자 사는 직장인, 대용량 생필품/식료품, 사야 할까? 말아야 할까? 내게 맞는 구매 기준 3단계",확실히,2,"1단계: 내 소비 패턴 '확실히' 분석하기
막연하게 '자주 쓰는 것 같아'가 아닌, 구체적인 데이터를 바탕으로 나만의 소비 패턴을 파악하세요.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-e6f8ea,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e6f8ea/,housing,"혼자 사는 직장인, 이사 갈 때 포장·반포장·용달 이사 중 뭘 고를까? 내 상황에 맞는 최적의 선택 가이드",반드시,4,"전화나 온라인 견적은 실제와 다를 수 있으니, 반드시 **방문 견적**을 받는 것이 좋습니다.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-e6f8ea,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e6f8ea/,housing,"혼자 사는 직장인, 이사 갈 때 포장·반포장·용달 이사 중 뭘 고를까? 내 상황에 맞는 최적의 선택 가이드",무조건,2,"*   **공통 주의사항:**
    *   **견적 비교:** 무조건 가장 저렴한 곳보다는 최소 3곳 이상의 업체 견적을 비교하고, 서비스 내용과 후기를 종합적으로 고려하는 것이 현명합니다.",REVIEW,,,2026-08-18
2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,safety,일산화탄소 중독 해결 방법｜보일러 이상,반드시,3,"**의료 진료 받기:**
    *   증상이 호전되더라도 반드시 병원에 방문하여 의사의 진료를 받으세요.",REVIEW,,,2026-08-18
2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,safety,일산화탄소 중독 해결 방법｜보일러 이상,절대,3,"**집 안 안전 점검 및 조치:**
    *   119와 가스안전공사 또는 해당 보일러 회사 전문가의 지시가 있기 전까지는 절대로 다시 집 안으로 들어가서는 안 됩니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,safety,일산화탄소 중독 해결 방법｜보일러 이상,100%,1,만약 경보기가 울린다면 100% 일산화탄소 누출이므로 즉시 대처해야 합니다.,SOFTEN,,"""100%"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,safety,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",반드시,2,"반드시 받침대에 고정하고, 주변에 가연성 물질이 없는지 확인 후 제한적으로 사용하세요.",REVIEW,,,2026-08-18
2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,safety,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",절대,3,"*   **주의사항**:
    *   **절대 촛불만 사용하지 마세요**: 양초는 이동 시 매우 위험하며, 불티로 인한 화재 발생 가능성이 높습니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,safety,"혼자 사는 당신, 늦은 밤 갑자기 정전될 때? 당황하지 않고 안전하게 대처하는 현실적인 방법",즉시해결,1,"*   **복구까지의 시간**: 내부 문제의 경우 차단기 재작동으로 즉시 해결될 수 있으나, 외부 광역 정전의 경우 몇 시간에서 길게는 하루 이상 소요될 수도 있습니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-01-safety-auto-909169,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-909169/,safety,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",반드시,4,"단, 외부 노출 위험이 있으므로 주변 환경의 보안 상태를 면밀히 고려하고, 설치 시 반드시 단단히 고정해야 합니다.",REVIEW,,,2026-08-18
2026-08-01-safety-auto-909169,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-909169/,safety,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",절대,1,아무리 급해도 신뢰가 없는 사람에게 집 열쇠를 맡기는 것은 절대 금물입니다.,REVIEW,,,2026-08-18
2026-08-01-safety-auto-909169,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-909169/,safety,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",가장안전,1,이곳을 통해 소개받는 것이 가장 안전하고 신뢰할 수 있습니다.,REVIEW,,,2026-08-18
2026-08-03-cost-auto-d01191,https://honsamnote.co.kr/blog/2026-08-03-cost-auto-d01191/,cost,1인 가구 청소 서비스 방법｜생활비 절약,반드시,4,"*   **최소 계약 기간과 위약금:** 반드시 계약서 내용을 확인하여 최소 계약 기간이 얼마인지, 기간 내 해지 시 위약금은 어떻게 되는지 정확히 숙지해야 합니다.",SOFTEN,,"""반드시"" 삭제 또는 ""권장합니다""로 완화",2026-08-18
2026-08-03-cost-auto-d01191,https://honsamnote.co.kr/blog/2026-08-03-cost-auto-d01191/,cost,1인 가구 청소 서비스 방법｜생활비 절약,무조건,2,"먼저 확인할 결론
혼자 사는 직장인의 홈 서비스 구독, **무조건 '좋다'거나 '나쁘다'고 단정할 수는 없습니다.** 핵심은 **‘내 라이프스타일과 예산’**에 맞춰 신중하게 결정해야 한다는 것입니다.",REVIEW,,,2026-08-18
2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,safety,"혼자 사는 당신, 주방 화재 발생 시? 소화기 vs. 소방 담요, 나에게 더 효과적인 것은?",반드시,1,*   **사용 후 환기:** 화재 진압 후에는 반드시 창문을 열어 연기를 배출하고 환기하세요.,KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,safety,"혼자 사는 당신, 주방 화재 발생 시? 소화기 vs. 소방 담요, 나에게 더 효과적인 것은?",절대,4,절대 담요를 성급하게 걷어내지 마세요.,REVIEW,,,2026-08-18
2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,safety,"혼자 사는 당신, 주방 화재 발생 시? 소화기 vs. 소방 담요, 나에게 더 효과적인 것은?",완전히,3,불꽃 위를 완전히 덮어 산소를 차단합니다.,KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,safety,"혼자 사는 당신, 주방 화재 발생 시? 소화기 vs. 소방 담요, 나에게 더 효과적인 것은?",가장안전,1,"소방 담요는 주방에, 소화기는 현관 근처나 거실 등 동선이 편리한 곳에 두어 어떤 화재 상황에도 대비하는 것이 가장 안전합니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-04-housing-auto-24e082,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-24e082/,housing,"혼자 사는 직장인, 빈집 걱정 이제 그만! 우리 집 지키는 스마트 홈CCTV vs 보안 서비스, 뭘 골라야 현명할까?",반드시,5,"*   **보안 및 프라이버시 설정:** 반드시 초기 비밀번호를 변경하고, 촬영 각도를 외부가 아닌 집 내부 위주로 설정하며, 민감한 영상은 암호화된 클라우드에 저장하는지 확인하세요.",REVIEW,,,2026-08-18
2026-08-04-housing-auto-24e082,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-24e082/,housing,"혼자 사는 직장인, 빈집 걱정 이제 그만! 우리 집 지키는 스마트 홈CCTV vs 보안 서비스, 뭘 골라야 현명할까?",가장안전,1,"혼자 사는 당신에게 집은 온전히 나만의 공간이자 가장 안전해야 할 곳이지만, 막상 집을 비우면 수많은 걱정이 따라옵니다.",REVIEW,,,2026-08-18
2026-08-06-cost-auto-c59747,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-c59747/,cost,"혼자 사는 직장인, 밤마다 OTT 유목민이라면? 나에게 딱 맞는 구독 전략으로 매달 만원 아끼는 법",반드시,3,"(단, 각 OTT의 계정 공유 정책을 반드시 확인해야 합니다.)

5.",REVIEW,,,2026-08-18
2026-08-06-cost-auto-c59747,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-c59747/,cost,"혼자 사는 직장인, 밤마다 OTT 유목민이라면? 나에게 딱 맞는 구독 전략으로 매달 만원 아끼는 법",무조건,2,"하지만 무조건 많이 구독하거나, 반대로 무조건 아낀다고 모든 것을 해지하는 것이 능사는 아닙니다.",REVIEW,,,2026-08-18
2026-08-06-safety-auto-0b96ff,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-0b96ff/,safety,일산화탄소 경보기 비교｜경보기 오작동,반드시,3,하지만 오작동이라 확신하기 전까지는 반드시 안전 조치를 취해야 합니다.,REVIEW,,,2026-08-18
2026-08-06-safety-auto-0b96ff,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-0b96ff/,safety,일산화탄소 경보기 비교｜경보기 오작동,절대,2,절대 경보기를 무시하거나 무턱대고 끄지 마세요.,REVIEW,,,2026-08-18
2026-08-06-safety-auto-0b96ff,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-0b96ff/,safety,일산화탄소 경보기 비교｜경보기 오작동,무조건,1,"먼저 확인할 결론
한밤중 일산화탄소 경보기가 울린다면, **무조건 '진짜 위험일 수도 있다'는 전제하에 대응**해야 합니다.",REVIEW,,,2026-08-18
2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,cost,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",반드시,4,"**반드시 해당 지자체 홈페이지에서 정확한 품목별 금액을 확인하세요.**
*   **배출 방법**: 구매한 스티커를 품목에 부착한 후, 지정된 배출 장소(보통 거주지 건물 앞 또는 지정된 폐기물 수거 장소)에 배출합니다.",REVIEW,,,2026-08-18
2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,cost,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",절대,2,절대 시도하지 마세요.,REVIEW,,,2026-08-18
2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,cost,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",완전히,1,"**품목의 종류와 상태**: 버리려는 것이 '가전제품'인지 '가구'인지, 그리고 '사용 가능한 상태'인지 '완전히 고장 나거나 낡은 상태'인지가 중요합니다.",REVIEW,,,2026-08-18
2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,housing,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",반드시,5,"3단계: 작업 진행 및 마무리
*   **DIY 시:**
    *   **안전 확보:** 전기나 가스 관련 문제라면 반드시 전원을 차단하거나 가스 밸브를 잠그는 등 안전 조치를 취한 후 작업합니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,housing,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",무조건,1,"*   **가장 싼 업체만 고집하기:** 여러 업체 비교 없이 무조건 가장 저렴한 곳만 선택하면 부실 수리, 불량 부품 사용, 또는 나중에 추가 비용을 요구하는 등의 문제가 발생할 수 있습니다.",REVIEW,,,2026-08-18
2026-08-07-safety-auto-a9b07e,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-a9b07e/,safety,"혼자 사는 당신, 우리 집 말고 다른 곳에서 건물 전체 화재 경보기가 울릴 때: 당황하지 않고 안전하게 상황을 판단하고 대피하는 현실적인 방법",반드시,2,"(위험에 처한 타인 구호는 소방관의 몫입니다.)
    *   **문을 열 때에는 반드시 손등으로 손잡이 온도를 확인하고, 몸을 문 뒤에 숨긴 채 조심스럽게 문을 열어야 합니다.**

이렇게 하면 오히려 악화됩니다

*   **'오작동이겠지' 하고 경보를 무시하고 다시 잠들기:** 가장 위험한 행동입니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-07-safety-auto-a9b07e,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-a9b07e/,safety,"혼자 사는 당신, 우리 집 말고 다른 곳에서 건물 전체 화재 경보기가 울릴 때: 당황하지 않고 안전하게 상황을 판단하고 대피하는 현실적인 방법",절대,4,"먼저 확인할 결론
건물 전체 화재 경보기가 울린다면 **절대 무시하지 마세요.** 오작동일 가능성도 있지만, 1인 가구에게 가장 위험한 것은 ‘설마’하는 방심입니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-07-safety-auto-e50d7a,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-e50d7a/,safety,"혼자 사는 당신, 집에서 미끄러지거나 넘어져 몸을 움직이기 힘들 때: 당황하지 않고 부상 상태 확인 및 도움 요청하는 현실적인 방법",반드시,2,반드시 상황을 정확히 설명하고 이용 여부를 결정하세요.,REVIEW,,,2026-08-18
